color,energy,entropy,img,kp,kurtosis,max,mean,min,moment_3,moment_4,skew,std,sum,var
red,0.02957101207830071,3.5982245480093322,154372.jpg,0,-1.0671193000621007,1.0,0.7218087234893957,0.3607843137254902,-0.0014061181477625943,0.001998558780350454,-0.24385850451454638,0.17931968574272025,35.36862745098039,0.032155549694867946
red,0.027072053311120368,3.6654865248665636,154372.jpg,1,-1.2943604331990826,1.0,0.7130052020808323,0.38823529411764707,-0.0007553745443938313,0.0019515210466616306,-0.12142213426872996,0.18391683911731443,34.937254901960785,0.033825403710904124
red,0.027072053311120368,3.6654865248665636,154372.jpg,2,-1.3200392822083287,1.0,0.6967587034813926,0.34901960784313724,-0.0013122507999955976,0.002710075707663379,-0.1630253434481928,0.20041054733642377,34.141176470588235,0.04016438748368495
red,0.04039983340274886,3.528957968993344,154372.jpg,3,-1.1173198679276295,1.0,0.7670268107242896,0.4117647058823529,-0.0013877054442673084,0.0018302293488991759,-0.2520580431639204,0.17657623153688756,37.58431372549019,0.031179165543768525
red,0.03706788837984174,3.4622879112531972,154372.jpg,4,-1.3088398224805609,1.0,0.7671868747499,0.4549019607843137,-0.0011716310917701878,0.0016445598197509209,-0.21276108153905043,0.17659005138328332,37.5921568627451,0.03118404624755064
red,0.03790087463556852,3.4339961895976896,154372.jpg,5,-1.3437235756080297,1.0,0.7799919967987193,0.4666666666666667,-0.0018637101422851379,0.0016431914749482136,-0.3333971276654128,0.17747567566498718,38.21960784313725,0.031497615452743724
red,0.04872969596001666,3.400182496420776,154372.jpg,6,-1.028918339167889,1.0,0.8086434573829531,0.4666666666666667,-0.0023696480026918366,0.0016695929653702056,-0.47725924202588843,0.17059900632806965,39.6235294117647,0.02910402096012475
red,0.0428987921699292,3.461695992136113,154372.jpg,7,-0.9353942866985978,1.0,0.7956782713085236,0.43529411764705883,-0.0019470062811630085,0.0014816205206756223,-0.44406082134308233,0.16367221691385642,38.98823529411766,0.026788594589496468
red,0.05206164098292379,3.431664993656224,154372.jpg,8,-1.1517384704915008,1.0,0.7952781112444978,0.4666666666666667,-0.0007595120293740811,0.0011220020806935811,-0.19638665728349045,0.15696671142834565,38.96862745098039,0.02463854849662954
red,0.04872969596001666,3.400182496420776,154372.jpg,9,-1.028918339167889,1.0,0.8086434573829531,0.4666666666666667,-0.0023696480026918366,0.0016695929653702056,-0.47725924202588843,0.17059900632806965,39.6235294117647,0.02910402096012475
red,0.03790087463556852,3.4339961895976896,154372.jpg,10,-1.3437235756080297,1.0,0.7799919967987193,0.4666666666666667,-0.0018637101422851379,0.0016431914749482136,-0.3333971276654128,0.17747567566498718,38.21960784313725,0.031497615452743724
red,0.04872969596001666,3.400182496420776,154372.jpg,11,-1.028918339167889,1.0,0.8086434573829531,0.4666666666666667,-0.0023696480026918366,0.0016695929653702056,-0.47725924202588843,0.17059900632806965,39.6235294117647,0.02910402096012475
