color,energy,entropy,img,kp,kurtosis,max,mean,min,moment_3,moment_4,skew,std,sum,var
red,0.03790087463556852,3.4516093777069816,132357.jpg,0,0.1291719402070517,0.8745098039215686,0.5848739495798319,0.44313725490196076,0.0012158588925766404,0.00043980736460362736,0.9419077555897748,0.10888254603102714,28.658823529411762,0.011855408830198743
red,0.028738025822573933,3.6441294577741328,132357.jpg,1,-1.1070862044907634,0.8941176470588236,0.6341736694677871,0.4196078431372549,0.0006007688954639379,0.0007191460524975841,0.22077136395872066,0.13961161987778528,31.074509803921565,0.019491404404899212
red,0.031236984589754272,3.541641104698316,132357.jpg,2,-0.685121032390823,0.9215686274509803,0.6701880752300922,0.5411764705882353,0.0009880268286607443,0.00031657201913803745,0.7812869308468241,0.10813992381826351,32.839215686274514,0.011694243123419837
red,0.028738025822573933,3.62651626966484,132357.jpg,3,-1.0338033557299973,0.8666666666666667,0.6010404161664665,0.42745098039215684,0.0011669469030077839,0.0006430041982705841,0.4798560252000594,0.13447659822788452,29.45098039215686,0.018083955470943876
red,0.03040399833402749,3.569932826353824,132357.jpg,4,0.23124145820890396,0.8823529411764706,0.6076830732292917,0.47058823529411764,0.0013816018679290406,0.0004523257061991801,1.0735481270380163,0.10877283912530838,29.776470588235295,0.01183153053138022
red,0.02873802582257393,3.6441294577741323,132357.jpg,5,-0.6810346116732475,0.9098039215686274,0.6365746298519408,0.47058823529411764,0.0011924380748678804,0.0004635615072743443,0.7092935489869676,0.1189058645379633,31.192156862745097,0.014138604621520478
red,0.028738025822573933,3.62651626966484,132357.jpg,6,-1.0338033557299973,0.8666666666666667,0.6010404161664665,0.42745098039215684,0.0011669469030077839,0.0006430041982705841,0.4798560252000594,0.13447659822788452,29.45098039215686,0.018083955470943876
red,0.03373594335693461,3.513349383042808,132357.jpg,7,-0.054820033939467105,0.8745098039215686,0.5902360944377751,0.43529411764705883,0.0010153988799054077,0.0004269401346957414,0.768591046815061,0.10972707094274102,28.92156862745098,0.012040030097673321
red,0.038733860891295296,3.4001824964207756,132357.jpg,8,-0.09430588923287964,0.8470588235294118,0.5926370548219287,0.3568627450980392,-0.00012189228481728416,0.00047989565313775085,-0.08366687064283354,0.11336375706952778,29.03921568627451,0.01285134141691891
red,0.051228654727197,3.2428887925722103,132357.jpg,9,1.0486961326434168,0.8352941176470589,0.5923169267707082,0.5019607843137255,0.000720785738715435,0.00017906918965082845,1.3290059372236496,0.08155046117648904,29.023529411764706,0.0066504777180980456
red,0.028738025822573933,3.62651626966484,132357.jpg,10,-1.0338033557299973,0.8666666666666667,0.6010404161664665,0.42745098039215684,0.0011669469030077839,0.0006430041982705841,0.4798560252000594,0.13447659822788452,29.45098039215686,0.018083955470943876
red,0.028738025822573933,3.62651626966484,132357.jpg,11,-1.0338033557299973,0.8666666666666667,0.6010404161664665,0.42745098039215684,0.0011669469030077839,0.0006430041982705841,0.4798560252000594,0.13447659822788452,29.45098039215686,0.018083955470943876
red,0.028738025822573933,3.62651626966484,132357.jpg,12,-1.0338033557299973,0.8666666666666667,0.6010404161664665,0.42745098039215684,0.0011669469030077839,0.0006430041982705841,0.4798560252000594,0.13447659822788452,29.45098039215686,0.018083955470943876
red,0.03790087463556852,3.4516093777069816,132357.jpg,13,0.1291719402070517,0.8745098039215686,0.5848739495798319,0.44313725490196076,0.0012158588925766404,0.00043980736460362736,0.9419077555897748,0.10888254603102714,28.658823529411762,0.011855408830198743
red,0.028738025822573933,3.6441294577741328,132357.jpg,14,-1.1070862044907634,0.8941176470588236,0.6341736694677871,0.4196078431372549,0.0006007688954639379,0.0007191460524975841,0.22077136395872066,0.13961161987778528,31.074509803921565,0.019491404404899212
red,0.02873802582257393,3.6441294577741323,132357.jpg,15,-0.6810346116732475,0.9098039215686274,0.6365746298519408,0.47058823529411764,0.0011924380748678804,0.0004635615072743443,0.7092935489869676,0.1189058645379633,31.192156862745097,0.014138604621520478
red,0.03290295710120783,3.502670849496593,132357.jpg,16,-0.8319472127399807,0.8627450980392157,0.6456182472989195,0.4823529411764706,0.0006109701204539921,0.0002789192905866751,0.5057820899810989,0.10650062954035784,31.635294117647053,0.01134238409249254
red,0.031236984589754272,3.524027916589023,132357.jpg,17,-1.112660271515539,0.8431372549019608,0.6364145658263306,0.47058823529411764,0.0003770073526197407,0.00022274131474652012,0.33295596322219406,0.10422878476446153,31.1843137254902,0.010863639573476448
red,0.031236984589754272,3.541641104698316,132357.jpg,18,-0.685121032390823,0.9215686274509803,0.6701880752300922,0.5411764705882353,0.0009880268286607443,0.00031657201913803745,0.7812869308468241,0.10813992381826351,32.839215686274514,0.011694243123419837
red,0.04206580591420242,3.2832717308156067,132357.jpg,19,0.9124336922718195,0.8823529411764706,0.6416966786714685,0.5450980392156862,0.0005573188503750716,0.000134842730805587,1.2389914826630093,0.07662052743793309,31.44313725490196,0.005870705224867058
red,0.028738025822573933,3.62651626966484,132357.jpg,20,-1.0338033557299973,0.8666666666666667,0.6010404161664665,0.42745098039215684,0.0011669469030077839,0.0006430041982705841,0.4798560252000594,0.13447659822788452,29.45098039215686,0.018083955470943876
red,0.028738025822573933,3.62651626966484,132357.jpg,21,-1.0338033557299973,0.8666666666666667,0.6010404161664665,0.42745098039215684,0.0011669469030077839,0.0006430041982705841,0.4798560252000594,0.13447659822788452,29.45098039215686,0.018083955470943876
red,0.028738025822573933,3.62651626966484,132357.jpg,22,-1.0338033557299973,0.8666666666666667,0.6010404161664665,0.42745098039215684,0.0011669469030077839,0.0006430041982705841,0.4798560252000594,0.13447659822788452,29.45098039215686,0.018083955470943876
red,0.03790087463556852,3.4516093777069816,132357.jpg,23,0.1291719402070517,0.8745098039215686,0.5848739495798319,0.44313725490196076,0.0012158588925766404,0.00043980736460362736,0.9419077555897748,0.10888254603102714,28.658823529411762,0.011855408830198743
red,0.028738025822573933,3.6441294577741328,132357.jpg,24,-1.1070862044907634,0.8941176470588236,0.6341736694677871,0.4196078431372549,0.0006007688954639379,0.0007191460524975841,0.22077136395872066,0.13961161987778528,31.074509803921565,0.019491404404899212
red,0.031236984589754272,3.541641104698316,132357.jpg,25,-0.685121032390823,0.9215686274509803,0.6701880752300922,0.5411764705882353,0.0009880268286607443,0.00031657201913803745,0.7812869308468241,0.10813992381826351,32.839215686274514,0.011694243123419837
red,0.038733860891295296,3.4001824964207756,132357.jpg,26,-0.09430588923287964,0.8470588235294118,0.5926370548219287,0.3568627450980392,-0.00012189228481728416,0.00047989565313775085,-0.08366687064283354,0.11336375706952778,29.03921568627451,0.01285134141691891
red,0.04206580591420242,3.2832717308156067,132357.jpg,27,0.9124336922718195,0.8823529411764706,0.6416966786714685,0.5450980392156862,0.0005573188503750716,0.000134842730805587,1.2389914826630093,0.07662052743793309,31.44313725490196,0.005870705224867058
red,0.031236984589754272,3.524027916589023,132357.jpg,28,-1.105143628535951,0.8784313725490196,0.6548219287715086,0.5019607843137255,0.0007252789610017195,0.0003169619544112003,0.49309653391410496,0.11372546203562005,32.08627450980392,0.012933480715215256
red,0.03290295710120783,3.502670849496593,132357.jpg,29,-0.8319472127399807,0.8627450980392157,0.6456182472989195,0.4823529411764706,0.0006109701204539921,0.0002789192905866751,0.5057820899810989,0.10650062954035784,31.635294117647053,0.01134238409249254
red,0.028738025822573933,3.62651626966484,132357.jpg,30,-1.0338033557299973,0.8666666666666667,0.6010404161664665,0.42745098039215684,0.0011669469030077839,0.0006430041982705841,0.4798560252000594,0.13447659822788452,29.45098039215686,0.018083955470943876
red,0.028738025822573933,3.62651626966484,132357.jpg,31,-1.0338033557299973,0.8666666666666667,0.6010404161664665,0.42745098039215684,0.0011669469030077839,0.0006430041982705841,0.4798560252000594,0.13447659822788452,29.45098039215686,0.018083955470943876
red,0.03790087463556852,3.4516093777069816,132357.jpg,32,0.1291719402070517,0.8745098039215686,0.5848739495798319,0.44313725490196076,0.0012158588925766404,0.00043980736460362736,0.9419077555897748,0.10888254603102714,28.658823529411762,0.011855408830198743
red,0.028738025822573933,3.6441294577741328,132357.jpg,33,-1.1070862044907634,0.8941176470588236,0.6341736694677871,0.4196078431372549,0.0006007688954639379,0.0007191460524975841,0.22077136395872066,0.13961161987778528,31.074509803921565,0.019491404404899212
red,0.028738025822573933,3.62651626966484,132357.jpg,34,-1.0338033557299973,0.8666666666666667,0.6010404161664665,0.42745098039215684,0.0011669469030077839,0.0006430041982705841,0.4798560252000594,0.13447659822788452,29.45098039215686,0.018083955470943876
red,0.02873802582257393,3.6441294577741323,132357.jpg,35,-0.6810346116732475,0.9098039215686274,0.6365746298519408,0.47058823529411764,0.0011924380748678804,0.0004635615072743443,0.7092935489869676,0.1189058645379633,31.192156862745097,0.014138604621520478
red,0.031236984589754272,3.541641104698316,132357.jpg,36,-0.685121032390823,0.9215686274509803,0.6701880752300922,0.5411764705882353,0.0009880268286607443,0.00031657201913803745,0.7812869308468241,0.10813992381826351,32.839215686274514,0.011694243123419837
red,0.031236984589754272,3.524027916589023,132357.jpg,37,-1.105143628535951,0.8784313725490196,0.6548219287715086,0.5019607843137255,0.0007252789610017195,0.0003169619544112003,0.49309653391410496,0.11372546203562005,32.08627450980392,0.012933480715215256
red,0.03290295710120783,3.524027916589023,132357.jpg,38,-0.888452933164865,0.8627450980392157,0.6384153661464586,0.4666666666666667,0.0005725963806872096,0.000349771321400226,0.39215795127035136,0.113447742388026,31.28235294117647,0.012870390252939913
red,0.03290295710120783,3.502670849496593,132357.jpg,39,-0.8319472127399807,0.8627450980392157,0.6456182472989195,0.4823529411764706,0.0006109701204539921,0.0002789192905866751,0.5057820899810989,0.10650062954035784,31.635294117647053,0.01134238409249254
green,0.041232819658475646,3.4071171509838534,132357.jpg,0,-0.18066543845058947,0.6980392156862745,0.4140856342537015,0.27450980392156865,0.0012862271186596926,0.00047437425684791366,0.8706363365783141,0.11389210619730127,20.29019607843137,0.012971411854057348
green,0.02957101207830071,3.5982245480093322,132357.jpg,1,-1.1351133622475655,0.7333333333333333,0.4508203281312525,0.22745098039215686,0.0009473960127178083,0.0008787874596856116,0.296215644789959,0.1473356533991786,22.090196078431372,0.021707794762562887
green,0.03206997084548105,3.530962571152101,132357.jpg,2,-0.7635464627506221,0.7058823529411765,0.45218087234893956,0.3215686274509804,0.001004277476326678,0.0003396984703238566,0.7340124717734897,0.11101545105249563,22.15686274509804,0.012324430372389053
green,0.03206997084548105,3.5523196382445312,132357.jpg,3,-1.0290066888455083,0.7411764705882353,0.4256902761104442,0.20784313725490197,0.0017548413934445738,0.001191579259292707,0.45515522376718176,0.1568048336967186,20.858823529411765,0.02458775587065558
green,0.03290295710120783,3.502670849496593,132357.jpg,4,0.03402829034334376,0.6627450980392157,0.3804721888755502,0.23529411764705882,0.0014145123037611384,0.0005029457540654765,0.9682345802463325,0.11346851732318577,18.64313725490196,0.012875104423522112
green,0.03540191586838817,3.4743791278410843,132357.jpg,5,-0.8765595231220611,0.6980392156862745,0.42408963585434173,0.21568627450980393,0.0012555433773443465,0.0006027153109577225,0.5741529785977116,0.12979800970374972,20.780392156862746,0.016847523323054708
green,0.03206997084548105,3.5523196382445312,132357.jpg,6,-1.0290066888455083,0.7411764705882353,0.4256902761104442,0.20784313725490197,0.0017548413934445738,0.001191579259292707,0.45515522376718176,0.1568048336967186,20.858823529411765,0.02458775587065558
green,0.03623490212411496,3.490579632908705,132357.jpg,7,-0.3628472592636931,0.6980392156862745,0.42040816326530606,0.2627450980392157,0.0010647420657428457,0.0004550896935816753,0.7071688555070872,0.11461472822851244,20.599999999999998,0.013136535926895766
green,0.029571012078300714,3.6158377361186247,132357.jpg,8,-0.15105794470982703,0.6431372549019608,0.37631052420968386,0.13333333333333333,1.0232615475571021e-05,0.0005518218166318243,0.006232326779024256,0.11797196480860665,18.43921568627451,0.013917384480803128
green,0.03206997084548105,3.513349383042808,132357.jpg,9,0.3357745259682825,0.596078431372549,0.3742296918767507,0.2627450980392157,0.0005319621999401178,0.0001386259976152413,1.0277672527069857,0.08029010006653951,18.337254901960783,0.006446500168694929
green,0.03206997084548105,3.5523196382445312,132357.jpg,10,-1.0290066888455083,0.7411764705882353,0.4256902761104442,0.20784313725490197,0.0017548413934445738,0.001191579259292707,0.45515522376718176,0.1568048336967186,20.858823529411765,0.02458775587065558
green,0.03206997084548105,3.5523196382445312,132357.jpg,11,-1.0290066888455083,0.7411764705882353,0.4256902761104442,0.20784313725490197,0.0017548413934445738,0.001191579259292707,0.45515522376718176,0.1568048336967186,20.858823529411765,0.02458775587065558
green,0.03206997084548105,3.5523196382445312,132357.jpg,12,-1.0290066888455083,0.7411764705882353,0.4256902761104442,0.20784313725490197,0.0017548413934445738,0.001191579259292707,0.45515522376718176,0.1568048336967186,20.858823529411765,0.02458775587065558
green,0.041232819658475646,3.4071171509838534,132357.jpg,13,-0.18066543845058947,0.6980392156862745,0.4140856342537015,0.27450980392156865,0.0012862271186596926,0.00047437425684791366,0.8706363365783141,0.11389210619730127,20.29019607843137,0.012971411854057348
green,0.02957101207830071,3.5982245480093322,132357.jpg,14,-1.1351133622475655,0.7333333333333333,0.4508203281312525,0.22745098039215686,0.0009473960127178083,0.0008787874596856116,0.296215644789959,0.1473356533991786,22.090196078431372,0.021707794762562887
